ResponseId,PID,HS_1,HS_2,HS_3,FM_1,FM_2,GM_1,GM_2,Dif_import1,Dif_import2,Dif_impos1,Dif_impos2,Country,Age,Sex,Ethnicity,Language
R_b4lSkQSm8uj3LLb,60e635a7f60d7042bcd17169,2,6,2,4,4,4,3,4,4,3,4,Spain,29,Female,White,Spanish
R_50iqcw7l5D6VRWF,60990c861b856e3f6988306e,5,5,5,6,4,1,1,3,2,4,5,Spain,29,Male,White,Spanish
R_2v65wAjMBdDNlmb,605e4eed26a1811b496c9005,6,4,6,1,2,4,5,3,4,1,1,Spain,20,Female,White,Spanish
R_1oGvY5EU6MueadT,60e635a7f60d7042bcd17169,3,3,3,3,4,4,4,4,4,4,3,Spain,29,Female,White,Spanish
R_3j3cHYT5JvredKm,6022bc7c4fb49005b76d9114,4,4,4,3,3,4,3,2,3,1,2,Spain,20,Male,White,Catalan
R_2zpR4zf1TNoJ7uE,5e3182adf6bb2315a48da619,2,3,4,2,3,4,3,2,3,2,2,Spain,23,Male,White,Spanish
R_RLddZQRcKgEAfTj,5f738de5cd78b40e58fb464b,3,4,5,3,3,4,4,3,4,2,2,Spain,22,Male,White,Spanish
R_33dJk4eKpyydo0r,60a927faf3770b9fa5c5a341,2,4,5,1,2,2,4,3,3,3,4,Spain,23,Female,White,Spanish
R_1o773OJ00Hnn3vE,595fdc1eb69238000141784e,3,5,4,2,2,4,4,4,3,3,3,UK,,,,
R_1CIV4qT2ckodCb2,5e950a4aef32a3375999451e,5,4,3,2,4,3,4,2,3,2,2,UK,42,Female,White,English
R_3PRFLQ9OrIgRmnV,613fa3f65984b16169ccb151,6,5,5,3,3,2,2,1,5,2,1,UK,24,Male,White,English
R_2xLaZUmMM6IaX0v,63d13b71cde8f0843d3dddec,3,5,4,1,1,5,5,4,5,3,2,UK,29,Female,White,English
R_3MRaxwLm1ZQEVnG,60369ae814f750ef3d063c3e,5,6,3,3,5,4,3,5,5,1,2,UK,43,Female,White,English
R_8B3sVbSfH4V8vNn,5d91d281412c0300cb50e7ee,5,4,5,2,2,5,5,4,3,2,2,UK,32,Female,White,English
R_DnLvkdY12fWIgRb,55f0147fb9401300137f472d,5,4,5,2,2,4,3,4,4,1,2,UK,33,Female,White,English
R_2fDMbi0n6v2SrqF,62d13535355730e56a672306,3,3,6,3,2,5,4,5,4,2,3,UK,22,Male,Asian,Chinese
R_33m98x6YliQUbvG,5fad2005789cda3a26bfd0d1,1,5,4,2,2,5,4,3,4,2,1,UK,34,Male,White,English
R_2aVJoq8iKM9ntQC,6408a0beab86c9fdf454861f,3,3,6,4,4,4,4,4,4,1,2,UK,18,Male,White,English
R_u20Njd36rBNmVcR,62aa28ca74cb730591b5bd45,2,2,1,2,2,3,5,4,4,2,1,UK,29,Female,White,English
R_247cm4WPjO25xPn,61030ea0fd598c32549577b8,1,6,2,4,4,3,3,2,2,2,1,UK,40,Male,White,English
R_3lKYqLawSTPzsCB,640101dcd9830bcd10cfdfcc,2,5,2,2,2,4,4,2,6,1,1,UK,20,Male,White,English
R_xcuPm94O90C6bbX,613b326d36221fa8c02b863f,2,6,5,4,4,4,4,4,5,2,5,UK,36,Female,White,English
R_1IyLoz2FgL8zB9i,634e5e65098e5d120efa7ec7,3,3,2,3,3,4,4,3,4,2,2,UK,32,Male,Asian,English
R_23V9G2a5LwsKvZY,5dd545f345fb054f401a2b49,5,2,5,3,4,4,4,3,3,1,3,UK,39,Male,White,English
R_1I73oTzmYDpdT9M,5ad0c8fd4d061300011b07e4,3,4,5,4,4,4,5,4,4,4,4,UK,34,Female,Black,English
R_3RekpTo0GBchJN9,6053af645a4c66eac9bb2c2b,2,4,5,1,1,6,6,4,5,1,3,UK,22,Male,Asian,Tagalog-Filipino
R_2Cs4U3C2Zq3kjLq,5b9fa25e7b196f000195fd78,3,4,3,4,4,3,3,5,5,2,2,UK,39,Male,White,English
R_2EiV8b42DxD8cGI,5f6833b7b51c0018fc7937e0,3,5,3,3,5,5,3,5,4,4,4,UK,20,Female,Black,English
R_3fTuJotYfNEyOBL,63e5393644d2b9d355fc6692,5,6,5,2,2,5,5,5,3,2,2,UK,26,Male,White,English
R_bILx4L44TBxbpOF,614f34b7af84fc40f6df42c3,4,4,2,1,1,6,5,1,4,2,2,UK,44,Female,White,English
R_r0k2e0dIRBOF105,62ea8151fcae086558310afd,4,3,4,3,4,3,4,2,5,4,4,UK,39,Male,Mixed,English
R_RWdjn2VQmWih6iR,5fd796b61780590ef7f9fec8,2,3,4,3,4,3,2,2,5,2,2,UK,30,Female,White,English
R_D1bKZtQxMSCGtGh,58fd0de6d66f6400016dc0fd,1,4,3,3,3,4,4,3,4,3,4,UK,45,Male,White,English
R_3hovxOuTX8CIDWu,63ee2b3e907b34680e9072b3,3,5,6,2,2,5,5,3,3,1,2,UK,19,Male,White,English
R_2tKb6u1DuztNnJT,5b72d8042aeef10001972da0,4,3,5,3,3,4,3,4,2,4,3,UK,29,Female,White,English
R_3fZTB2VnnrbWuh2,5c7bc8ea5a669300172440fc,2,5,4,3,3,3,3,3,3,4,3,UK,40,Female,White,English
R_2a8jMODG09Hfpdh,5bfbf9b5d888320001435109,2,6,4,5,4,2,2,3,4,3,2,UK,47,Female,White,English
R_1NwJe6Ae7KcgTyF,62b5f335abb80881526ead80,3,6,3,1,2,6,6,4,6,4,1,UK,33,Male,White,English
R_22DeoJU5wNT1EfS,64537ca426cd8c9d593632d8,3,4,4,3,5,4,5,3,5,4,4,UK,19,Male,Asian,English
R_AiFEeSe5tDY5Fux,5e3d33b27525e7117bd31778,1,3,1,2,2,2,4,4,4,1,1,UK,51,Female,White,English
R_31d42dfg2UDytwj,6401cfd62ed32f264cde051b,2,3,1,3,2,4,3,2,4,5,4,UK,21,Female,White,English
R_1FmRoLDg5YWPKXa,606e5ac1683fa9a4afb72a0d,5,5,5,2,3,5,2,4,5,1,2,UK,25,Male,Black,English
R_2xVi7VKe85cc7TX,5e14c068ed1b3b000cf0e3c7,1,5,1,2,3,4,4,4,5,5,6,UK,52,Female,White,English
R_3gLDA0OBkipJWoM,60dddafcba71ad145265250d,2,3,3,5,5,2,2,3,3,3,2,UK,21,Female,White,English
R_1MSBjKgI8WB1LdI,6110f9fd3a01425bd66a1251,4,6,1,1,1,6,6,5,5,2,1,UK,35,Female,White,English
R_1dAGhNOUgR9GJW1,617050ef896173e5552a21e3,3,4,1,4,5,3,3,4,5,5,6,UK,25,Female,White,English
R_1IcLqQ96BqmclMG,63ee7fdc7353888045333f01,2,4,2,3,4,3,2,5,5,1,2,UK,18,Male,White,English
R_1ImzHbzirJO0AXt,5a402a0258be2b0001983b5e,3,2,3,5,5,2,2,3,3,3,2,UK,49,Female,White,English
R_yCIAQ4qtmNoXqDv,55d0e4d334e9060005e574c7,3,6,4,3,4,4,5,3,2,2,4,UK,32,Female,Black,English
R_3p3Wzx4rUgq3jYp,5e9375259c9687000b26ec11,3,5,3,3,2,3,4,3,3,3,3,UK,34,Female,White,English
R_1pmv6D4ziJ3OGZZ,6161a61d0e5eb8002bed18e0,3,6,4,3,5,3,4,2,3,2,2,UK,22,Female,White,English
R_2whvDImnPbaMIuP,62dbf5493cd1464e983e0e22,1,1,1,6,6,2,2,5,4,3,1,UK,19,Male,White,English
R_UgLpUfcLnTydI2Z,63cfff24ff982236dc481d96,3,4,3,4,4,2,4,4,4,3,3,UK,21,Male,White,English
R_qJb10NwBjtD20XT,64031c6290a925cdc82556b2,2,5,3,2,5,2,4,4,4,1,1,UK,57,Male,White,English
R_3kmNyaGmZZVnwPD,602ced6a2e76d062f841cd20,2,4,4,2,2,4,4,4,4,3,2,UK,37,Male,White,English
R_xy0H28ouQVSqZ0t,5b758751c2d520000165ba87,3,3,4,2,2,4,4,2,3,3,2,UK,27,Female,White,English
R_9HaEXZpL4dX5USB,5fa67f9f6751052aa99a6d56,2,3,3,3,3,4,4,3,4,2,2,UK,38,Male,White,English
R_2hOVfkCphJENeBX,5cd8129d6834a6000146c08b,1,4,6,1,1,6,4,3,5,1,4,UK,24,Female,White,English
R_26o6MG0CsfUUt5p,62e40f052692a97d01e49ec1,3,6,6,1,2,5,6,5,6,1,1,UK,22,Male,White,English
R_2uHZ9BCg47KIo9i,5cc310bef457fc0013d42743,5,5,5,3,3,4,4,3,3,1,1,UK,34,Male,White,English
R_11ZSlkqByLH2JEZ,60de4cc94dfda4d9e1948e6d,1,2,2,2,3,4,4,6,4,2,4,UK,20,Female,White,English
R_2q1LHHXKTxgsDeB,5e787106a9d3b53ee4281eb1,2,5,1,4,5,4,2,3,3,2,2,UK,21,Female,White,English
R_2P5o2xImNN6Q0iB,63e51e9a9457c003c4d44c9e,2,5,5,2,2,6,6,6,6,2,1,UK,33,Female,Asian,English
R_31uQmRVOOnKffwY,63d8267294c685a091016df0,4,3,5,3,3,3,3,3,4,2,3,UK,25,Male,White,English
R_2wTDEyWqN79hJaz,6447b436f5457e2d734ddc86,3,4,6,1,4,4,3,3,4,4,2,UK,19,Male,White,English
R_2xL6RCqD6iIGqwx,5d4acda94051af001a482c76,5,4,5,4,4,4,4,4,5,4,4,UK,34,Female,White,English
R_2pMEMSF6ry1wFDu,5c5d7104a451e80001ddb30b,1,1,2,3,4,1,2,6,6,2,2,UK,23,Female,White,English
R_yEBTMgtqGJHOAJb,62da92a05e6ca94d1d778e03,3,4,4,3,3,3,3,3,4,3,3,UK,39,Male,Asian,English
R_325F2u10awkVeuC,63469143e387d7c210f0e832,1,2,2,2,2,4,4,5,5,2,2,UK,20,Male,White,English
R_2s6EgovC0qD3vEk,59cce7e1f7b7a00001197f4c,6,5,6,4,3,3,4,4,4,3,3,UK,26,Female,White,English
R_1rk4Vbus54FDV0a,5c675914a70f0f0001605ed6,1,1,1,3,3,4,4,3,4,3,4,UK,31,Female,White,English
R_2yftzjts4ubMo6R,612288fe5afea1bf6b8a197e,6,6,6,4,2,4,4,4,2,1,2,UK,28,Female,White,English
R_2wmogMfqTczGj05,5976052c435a750001158dac,2,3,3,4,2,4,3,3,4,3,4,UK,43,Female,White,English
R_AarUicb1sbTg01P,5f1e094381d5f10ebfd26104,1,6,5,5,3,4,3,6,6,1,2,UK,21,Male,White,English
R_24Mcj3oo6BPVRtd,64413259f5cc9c8d4f2500c7,3,2,5,1,2,4,5,4,4,2,1,UK,21,Male,White,English
R_2XnQzGXobar8TiV,5c921106b788a2000170709f,6,5,1,4,4,3,2,4,2,3,3,UK,41,Male,White,English
R_71lOI8bD1XUBcn7,5aeaee620ef2f20001859359,1,1,1,1,1,6,6,3,2,1,1,UK,30,Female,White,English
R_UheMvTbR9pIbNbb,5f3b14845efc2180b7600665,3,4,3,2,2,4,5,3,5,3,2,UK,21,Female,White,English
R_3s1hoSrSXqpfEVW,6156269561439e9eda41a5bd,5,4,5,1,1,5,6,5,5,2,3,UK,24,Female,White,English
R_vogMdHbczqNxV8B,5d7d581fcafd6f00171566b6,2,4,2,1,1,4,6,2,4,1,2,UK,22,Female,White,English
R_3MzcmC2EfN4Lew9,631a006f3e8cc9acfb0824a0,5,4,4,2,2,5,4,4,4,2,3,UK,22,Male,White,English
R_XTHR2dKgucuieNr,5a46d551b77a5000014a8ce9,6,6,6,1,2,1,6,6,3,2,2,UK,25,Female,White,English
R_1eV2rYW8fAmc89l,62b0567cdc9d1b36d234a319,6,6,2,1,1,5,5,4,6,1,2,UK,33,Female,White,English
R_31aN2jk91HcA6l9,5eff6065cc8d32014292657f,3,3,3,3,3,3,4,2,3,4,4,UK,35,Female,White,English
R_1C8FSi9eOttoLum,614b1326464ee40057cf9ad2,1,3,4,5,6,1,1,3,3,3,6,UK,25,Female,White,English
R_24uUL14mLVD70oZ,5ccb36a8d01bf6001815792a,2,5,1,2,3,4,2,5,5,2,2,UK,22,Female,White,English
R_2R8P2IAcYiOMPXJ,6440587522f6abff9a35b21c,2,6,6,5,4,5,5,4,5,5,5,UK,40,Male,White,English
R_5nVGcQHOn05ve4V,64404c74c0bc450efd484305,4,1,5,2,4,3,3,4,3,1,1,UK,21,Male,White,English
R_12Ry1H6wbXUrTow,5f1ef6cd5391ec0638385f38,2,4,2,3,3,4,4,4,4,3,2,UK,38,Female,White,English
R_2OJB5zywkc4o5LR,5b76febccee87f0001f989ac,3,2,5,2,3,5,4,3,3,2,3,UK,29,Female,White,English
R_1jwusSyHDdikJGm,60eda0b5e8f579f6a73d0f6b,4,4,3,1,2,1,6,5,4,2,1,UK,22,Male,Asian,English
R_2P0FEInQk9mDPxa,614ae1ff6ce7323ce438fe37,1,3,1,1,1,6,5,4,4,2,4,UK,30,Female,White,English
R_22nw14tGdrG6GbG,62fb866878f5bf58944e827d,3,5,4,2,2,4,5,4,5,2,3,UK,25,Female,White,English
R_DeLCyTuY6V90a1H,63f7b71917de2d8c5dfd92ff,2,4,6,2,2,4,5,6,6,1,2,UK,18,Male,White,English
R_3P7UzY69Bo0xoVn,5d5a8cbeeb68e00018d85fb7,2,2,1,4,5,2,2,4,4,1,2,UK,25,Female,White,English
R_3M08PwJsGG35JVr,5d352f8bb02857001963539a,3,2,5,3,3,3,4,1,3,4,4,UK,22,Male,White,English
R_2YGjYzMsmX4aDBO,63d13cca81e6d01c11fb0ca5,2,4,1,5,5,5,1,2,2,2,4,UK,40,Male,White,English
R_1lbiYV8X0CWtRq2,6400dc9a87b5f4d0c3604bf3,3,4,5,1,1,6,6,4,5,1,1,UK,20,Male,White,English
R_1LiYFy2O6F04eq8,5f885425b61b8e2df8459441,2,2,5,2,2,5,5,2,3,2,2,UK,20,Female,White,English
R_2azCBmWGuGYn7fW,6447a4d5f7b73384c2494602,2,3,4,1,1,5,6,2,2,2,3,UK,23,Female,White,English
R_238m3w5btTkMDNK,63d16b409fc89f6d3a97f281,1,1,1,3,3,3,4,3,3,3,2,UK,31,Male,White,English
R_9GkgG9P7LvYeFBT,5eaf0f7a12e7015e515672f5,3,3,4,1,3,4,5,3,3,2,1,UK,21,Female,Mixed,English
R_Rqz1mb1iACvW4tb,5f02f1d7afde3746b6ce5117,2,3,2,5,4,1,3,3,2,2,1,UK,20,Male,Mixed,English
R_23VLL6ZbhgYydbj,61432781817c1541f59bbf33,1,3,1,4,4,3,3,4,4,3,2,UK,19,Male,White,English
R_25F862E2tOnh2G2,63039577b518c6981e54da62,2,4,2,2,1,5,6,4,5,2,1,UK,28,Male,White,English
R_3HXlPRmxAp3QoB2,644810cf2a84be979c3ac620,5,5,6,1,1,6,6,3,4,1,1,UK,19,Male,White,English
R_22xZExryMLDwPBv,5df3ded79a993f2be9a6f3d7,2,5,6,1,1,6,6,6,6,1,1,UK,22,Male,Black,English
R_02P1Vx7T9cdc3w5,5e189fdc87b37c174c87ab93,1,2,2,3,3,6,6,3,4,3,2,UK,31,Male,White,English
R_BtvqwedFiwyrRPb,615b1c5e45b80aa2a1576c72,2,3,4,3,3,4,4,4,5,3,3,UK,19,Female,White,English
R_1f77HGoIft3ZZz6,58e1916827e7d900011035e0,3,4,2,1,1,1,6,6,5,1,1,UK,41,Female,White,English
R_2YXujkO4TPnhwhU,5f1c62b6554a0f4f129c75fd,3,3,3,2,2,5,5,3,4,2,2,UK,20,Female,Asian,English
R_vNOCLmwn5MKoHwR,60fd0ec7929edc5216631a1c,2,1,2,2,2,5,5,3,3,1,1,UK,21,Female,Mixed,Polish
R_4VqBod2jZZ7JY9X,60fecfcc7acc06ed3c706ceb,2,2,4,3,4,3,3,4,4,2,3,UK,21,Female,White,English
R_1r33r0eJY9NpzfD,581ba6684182b600017306fa,2,3,2,4,4,4,2,3,2,1,1,UK,43,Female,White,English
R_e5qm2qh5OgE61tD,6065f1587a37a7c8f1c4e1a8,5,5,6,1,1,6,4,3,4,1,1,UK,22,Female,White,Polish
R_d5vmPCVuYc4L4xH,6161fbd4155750174e4c654b,1,2,1,6,4,4,3,5,5,4,2,UK,21,Female,Black,English
R_3r09FtDfqUIRD8w,6101b7f5e090ead193cc3942,2,3,2,4,2,2,4,3,2,3,3,UK,23,Female,White,English
R_3PXpyll3mjINOwp,63d4244ef7a44d268de65863,2,3,6,2,2,5,5,2,4,3,5,UK,33,Male,White,English
R_UWlcFK8yDIh5Efn,5d45e7d2da637a00174b9311,1,4,2,3,3,3,4,4,4,2,2,UK,23,Female,White,English
R_sBWiMcHxYaJdElz,5ff875d1aff50c078d3de4b6,3,5,2,2,1,4,4,2,2,2,2,UK,26,Female,White,English
R_UuvUTQjfL7qmps5,5ec82ad663afbd10a2458aab,6,4,6,2,1,6,5,5,4,2,4,UK,23,Female,White,English
R_1FFZYQMQ9ELVh1I,59df9b4ebe399f0001e49853,5,4,5,2,3,5,5,2,2,2,2,UK,48,Female,White,English
R_3GqhuNQu9K4DJhv,6234905bd877b34677aaa521,5,5,4,3,3,6,6,5,3,2,1,UK,51,Male,Mixed,English
R_1lzTUm32LHLXm0S,5fd410790e3b0716869c801e,3,6,6,2,2,5,5,2,3,2,1,UK,22,Male,Mixed,English
R_2UYDzRAb5Wm0rlM,62d5a363f7ec8db4e61877b9,3,5,5,3,3,4,3,5,5,2,2,UK,20,Female,White,English
R_2drO8jLRhgfLHDI,63d5717f3bc8aa76d5f0022c,1,2,2,1,2,5,6,5,4,2,3,UK,27,Female,White,English
R_xEJQBBJ0s7lq2IN,5f39806dc29bbc1014a85a72,3,3,5,2,3,5,5,5,3,2,3,UK,23,Female,White,English
R_3GdOchtu6KCyjXh,5c7aba39b5254b00019067e7,2,5,4,2,2,5,5,4,5,2,2,UK,32,Male,White,English
R_3k0MxJ7HftJ5ej9,644937030a7868838f1e1b9a,1,6,6,1,1,6,6,5,5,1,1,USA,49,Female,White,English
R_YbEtmnGs5Je1uiR,5ed59def5d8abb1390101a3a,5,5,5,1,3,5,5,2,3,3,4,USA,21,Male,Other,English
R_1OCugap7yl8hYXt,63ea449745f25d7331d44a5d,5,6,4,4,4,2,2,4,4,1,2,USA,29,Male,White,English
R_3QRU79oZpBNee75,58509fbda6946500016117ed,5,4,5,2,2,4,3,3,2,1,1,USA,38,Male,White,English
R_2AQfc87H7VMOd1V,60cf7074e1ea52a0f3450346,2,6,3,3,2,4,4,3,4,3,2,USA,30,Male,Asian,English
R_242ddh8BJhS6PZQ,5fbc2daf4221eb0d036bace8,1,2,3,1,1,6,6,4,4,1,1,USA,26,Female,White,English
R_pi64R9tWt1ctaXn,61129dce5308375e83487e7e,4,5,4,2,2,6,6,5,6,2,2,USA,20,Female,White,English
R_1QEYZPNUqUZFPGz,62bb2aab9ab9a9f782859359,3,6,6,2,2,3,5,4,3,1,1,USA,29,Female,White,English
R_3RxaPcQsCsfeoRH,56b6177d5cd743000d6e23c4,1,5,4,5,5,2,5,5,3,2,2,USA,27,Male,White,English
R_4MBfOxSpkPllMVH,6100496a0ef6706b8895cbf7,1,1,4,2,2,5,4,3,4,1,1,USA,26,Female,White,English
R_2rouC4yZgibG1TA,60fcd2dd707fa1b11edb5152,2,3,2,3,3,5,5,5,5,2,2,USA,22,Female,Mixed,English
R_3PuhgPq0sI6Qh3D,63e5afe232a49ecaa3272df9,1,4,3,3,2,5,5,3,3,1,1,USA,27,Male,White,English
R_3JCLS9NtLejAHQl,64412b163ece45860233359a,2,3,2,3,3,4,3,2,3,2,3,USA,28,Male,Black,English
R_2UYEKLVKXxL2Xzb,6112f31f34628c8bc50e3aa7,4,3,4,3,3,3,4,4,3,3,4,USA,24,Female,White,English
R_1NlTU7vxFyrCHsq,6111426ad1d92c8215ccd56e,3,3,5,2,3,5,4,4,4,2,3,USA,23,Female,White,English
R_3Hwu2RhX8bklcDz,63d7c417a743f5ce28150f1b,3,5,5,6,4,5,5,5,5,5,4,USA,DATA_EXPIRED,Male,White,English
R_21gl9M925FxslBS,5debce5335575a2bed69acc6,2,4,3,3,2,4,4,4,4,2,2,USA,57,Male,White,English
R_1eLuzEoGB9RP2dk,602af54feff74b1eeac797e8,2,6,6,2,2,5,5,2,3,2,1,USA,21,Male,White,English
R_pizDrqytScSHyuJ,6361ad38e1417ab3691c97ff,6,5,5,5,5,5,6,5,5,1,5,USA,27,Male,Other,English
R_V4KjGj8ZgnsDVHb,61167e9eedab4a1a776b237d,3,1,3,5,6,1,1,3,4,4,4,USA,22,Female,White,English
R_vuFlMqsHGcRV01X,6146896c628ef8ccdb2abf0a,4,4,5,4,4,3,4,1,2,2,4,USA,27,Female,White,English
R_ymUxAKJkW0481gt,5f507fb3e29c991f68f5879a,4,3,4,4,4,2,3,4,4,3,3,USA,21,Male,White,English
R_vjfTgjBxGwlzD2N,63666870f348d4acea8964a9,3,5,4,3,4,4,4,5,5,4,5,USA,62,Male,White,English
R_2Y51RDFMuZ08Nwf,5da7a232f40dea00160436a7,2,4,3,2,2,5,5,3,4,3,4,USA,22,Female,Asian,Chinese
R_24oU4hFMw8zWZzr,62904d7ade3ca9e95ae70b0a,4,4,5,2,3,5,4,4,4,1,1,USA,36,Male,Mixed,English
R_1LuphUYM7Dk1QPi,5aebb10baa05510001ff6500,4,6,5,1,1,6,6,3,4,1,1,USA,24,Male,White,English
R_1H7tnOXogVAZf1T,62c66885ba0578c9b5a0e4ae,2,5,5,5,2,3,4,3,6,5,3,USA,29,Male,White,English
R_3smITicHu9UeTI1,63ed2fb97cf54c8edce9f1c7,3,2,5,1,2,5,5,4,4,3,2,USA,20,Female,White,English
R_1H1U6YvdGNrylHe,63f2b5b7bbcd291b46ead17c,4,5,5,2,2,5,5,2,3,2,2,USA,18,Female,Black,English
R_2cnZ65tEaWcTsfY,60e7639e8eca5490df1e412e,1,4,3,3,4,6,5,5,5,1,2,USA,24,Male,Other,Spanish
R_3KPKFab0wieyViF,5e4aa4c11e0136000af57a42,3,5,3,1,1,5,5,4,4,1,1,USA,22,Male,White,English
R_2flKUG3P15SGCIC,63d14fff9cb486c39dfbd8ce,2,4,2,3,3,4,4,4,4,3,4,USA,28,Male,White,English
R_23gkP8mSqGIxi24,628e3b1df14fee48e3b118b8,4,6,6,5,5,6,4,6,6,5,6,USA,19,Male,Asian,English
R_BWGr6NI4BAN5muZ,5ee3fbb98976fc0f59fe2939,1,6,2,1,1,6,6,6,5,1,1,USA,22,Male,Other,Spanish
R_1LcDw3y6DH7qgb7,6113e6fb0dd8292704763e79,5,4,4,2,2,4,4,3,5,3,3,USA,21,Female,White,English
R_2zomRbkCHuP4Toc,6116a5715df1ce8da68a0ad1,1,2,1,1,2,5,3,1,2,1,2,USA,21,Female,Black,English
R_2ZQDJ4isNeubzBS,62695cc87ae7102ea7863e8d,1,2,2,1,1,6,6,6,6,1,1,USA,30,Male,Asian,English
R_3Hv3X68jrvpbZUf,5ea89fec16db5330d387423e,3,2,2,2,2,4,4,4,3,1,2,USA,49,Male,White,English
R_2OGvjUB65RsOVEy,565a4547c51d43000587507d,3,3,1,1,1,6,6,2,1,1,1,USA,41,Female,White,English
R_Y5enJETMFM01TPj,5d9be88c195db300128d652a,5,5,2,1,2,5,6,5,5,2,1,USA,33,Female,White,English
R_1IlYpFz3T9ymV9d,63217eec7aa5d8f123d99394,4,6,3,2,3,4,4,3,3,3,3,USA,31,Male,Black,English
R_XSpO3J7FpKLfbZn,63d29a1e50cf0f82998d2564,3,4,3,4,4,4,4,4,5,4,4,USA,28,Female,White,English
R_3MoCLQXEOeJPkQ9,5aeb9f6f23e2ca0001974ab0,1,2,1,2,1,6,5,3,4,2,2,USA,21,Male,White,English
R_xDXvn3dT1Zna2tP,5e84f59e965b290c42fad433,2,2,5,2,2,4,5,2,3,4,4,USA,21,Male,White,English
R_2RX1fquz38uBBt4,5d013b6597491100014a4fca,1,1,1,5,4,2,2,4,6,4,3,USA,22,Male,Other,Spanish
R_2e3egzoHaUhS7P2,63e51be13df7cac2d9348a05,3,2,5,3,4,3,3,5,4,2,2,USA,26,Male,White,English
R_2EhnotCNHvee0yv,5fbc56c0293d73121cdc1eb5,3,4,4,4,4,4,4,4,4,4,4,USA,33,Male,White,English
R_3sttkInT0h48Vmv,641883361a0127118cf426f2,4,4,5,2,2,4,4,3,3,3,3,USA,27,Male,White,English
R_pbFiXJwYs66ezYZ,5f3f22388550032138c461ef,4,5,5,4,4,6,5,3,5,2,2,USA,36,Female,White,English
R_2Ve7q1YcGd5wgMQ,5f558a5eb6604495cc52268d,3,4,1,2,2,4,4,4,5,1,1,USA,24,Male,Mixed,English
R_QgIBLIg1h37JYFX,606537639bc40e88e953c584,1,6,2,3,1,6,3,5,6,2,3,USA,34,Prefer not to say,White,English
R_1ovRWUpcweIMc0E,5f850cd39e097f1f273a755d,1,1,4,5,5,2,2,1,3,3,1,USA,25,Male,Mixed,English
R_22sJlN5HtRXLkaM,5e45db9c36b2e20888a64f5f,2,5,5,4,2,6,4,4,4,2,2,USA,42,Male,White,English
R_9RKMQlm7fGiRE9X,5b498dc7d1a12e0001af3952,1,3,4,3,1,6,3,2,4,2,1,USA,25,Female,Black,English
R_CmiOu4kAdIwHAHv,5f934f7fdc89a111b5712011,3,3,5,4,4,4,3,5,5,1,5,USA,29,Female,White,English
R_12fIMnlWmxxRv6V,5ad6b454a9ea0500019a087a,2,5,1,2,2,5,5,5,4,3,2,USA,45,Male,White,English
R_D0pvBvwWG56KqGt,611b1d3794ac948af7e57e7a,3,3,3,2,3,3,4,2,3,3,3,USA,21,Male,White,English
R_3FUJIjmqSWt3pvr,613b9a3ff0c8f9557a11b295,3,2,3,3,3,4,2,3,4,2,2,USA,20,Female,Mixed,English
R_1K8YWsubUtfRDGX,5e16a7c34b49a1c91ef46af6,3,5,4,1,1,6,6,5,5,1,1,USA,29,Male,Other,English
R_2R7W26KvKSlzVFH,62d882e6a4564ff6bbeef874,2,1,4,2,2,3,5,2,4,4,3,USA,31,Male,Black,English
R_3DvAbJtJRAS9ejG,5d1c5337c2ccf4001a9fec2f,1,2,1,3,3,3,4,4,4,3,2,USA,29,Female,White,English
R_3DvYdIOGpYAK6p1,616829d7504e0346ff2b51df,6,6,6,1,1,1,6,6,5,1,1,USA,26,Female,White,English
R_1GWCAIjXO8aSZ50,62349fb2fc06f602ff3de723,6,6,5,3,2,4,4,4,5,1,2,USA,30,Female,White,English
R_ZaAEOnSqulOFHFL,634392ff653d29e2770b3636,1,6,6,3,5,5,6,5,4,3,2,USA,19,Male,White,English
R_VJc6xvRG3GH7h17,569cffa09e8363000c3087cd,4,5,6,1,1,5,4,5,4,1,3,USA,28,Male,White,English
R_279ZbQsum1vRfPu,60cef7be32400c5dd5a5a10f,5,5,5,1,1,6,6,5,5,1,1,USA,27,Male,White,English
R_3pbYeHm9ia0AnuR,6102050090041d90dc5413f3,2,3,2,2,2,4,5,2,2,3,3,USA,21,Female,White,English
R_3ekJt56gH3M0q9Z,63bc7526906c76e02ad4e37d,2,6,4,3,2,3,4,5,4,1,2,USA,19,Male,White,English
R_2t9TDDB9XzDruAf,63d4019999c9ab839156014c,6,5,5,1,2,5,5,4,4,1,1,USA,19,Female,White,English
R_3KOZ0kjOWhPO1kS,6400db504f6a02fa1df7c5d5,3,3,4,3,3,4,4,3,4,3,4,USA,25,Female,Asian,English
R_2pXna2pqxSO0Uyk,63ea4d3b920d683ac61a1ea0,1,5,5,2,4,5,5,4,4,4,4,USA,30,Male,White,English
R_2PnbVAILt60jdRI,63d15e790827925c11b8f3d3,2,3,1,2,2,6,5,5,5,1,1,USA,31,Male,White,English
R_11aUaSsuhwZX9PH,5bef41fa54277d000114d6ad,4,5,5,2,2,5,5,5,5,2,2,USA,27,Male,White,English
R_3dF91zSnDyOEmvT,5d634b27e5f92f0017196a3f,4,4,5,3,3,3,3,4,4,2,2,USA,34,Male,White,English
R_1DLH9EhuYXmGWO3,6105109c53972b8f5ee5f659,3,4,5,4,5,4,4,5,5,5,4,USA,21,Female,Black,English
